Name,Platforms,Country,Language,Handle,Contact_Value,Source_Link,Est_Conversion_Rate,Category,Tier,Notes
World Amit,Twitter/X,India,Telugu,@worldamit_gaming969,Low ($394),https://platform.com/worldamit_gaming969,4.22%,Gaming,Micro,Mock Data - Ready for Outreach
ChrisTech,Twitch,UK,English,@christech_tech154,Low ($773),https://platform.com/christech_tech154,5.4%,Tech,Micro,Mock Data - Ready for Outreach
Nisha Nisha,Instagram,India,Marathi,@nishanisha_professional653,Low ($232),https://platform.com/nishanisha_professional653,4.58%,Professional,Micro,Mock Data - Ready for Outreach
Anjali Amit,Instagram,India,Hindi,@anjaliamit_professional66,Low ($373),https://platform.com/anjaliamit_professional66,4.19%,Professional,Micro,Mock Data - Ready for Outreach
TV Anna,YouTube/Instagram,Canada,English,@tvanna_gaming541,Low ($270),https://platform.com/tvanna_gaming541,4.3%,Gaming,Micro,Mock Data - Ready for Outreach
Official World,Instagram,India,Marathi,@officialworld_professional722,Medium ($1k),https://platform.com/officialworld_professional722,3.07%,Professional,Mid,Mock Data - Ready for Outreach
Amit Nisha,Twitch,India,Marathi,@amitnisha_gaming593,Low ($355),https://platform.com/amitnisha_gaming593,4.16%,Gaming,Micro,Mock Data - Ready for Outreach
Tom Gaming,YouTube/Instagram,USA,English,@tomgaming_gaming28,Low ($156),https://platform.com/tomgaming_gaming28,4.34%,Gaming,Micro,Mock Data - Ready for Outreach
Official Tech,YouTube/Instagram,India,Hindi/English,@officialtech_gaming34,Low ($112),https://platform.com/officialtech_gaming34,4.46%,Gaming,Micro,Mock Data - Ready for Outreach
GamerTech,Twitter/X,India,Telugu,@gamertech_tech154,Low ($377),https://platform.com/gamertech_tech154,5.02%,Tech,Micro,Mock Data - Ready for Outreach
PlaysProfessional,YouTube,Canada,English,@playsprofessional_professional690,Medium ($5k),https://platform.com/playsprofessional_professional690,2.66%,Professional,Mid,Mock Data - Ready for Outreach
WorldProfessional,YouTube/Instagram,India,Marathi,@worldprofessional_professional972,Low ($429),https://platform.com/worldprofessional_professional972,5.02%,Professional,Micro,Mock Data - Ready for Outreach
KaranTech,Twitter/X,India,Hindi,@karantech_tech178,Low ($747),https://platform.com/karantech_tech178,4.82%,Tech,Micro,Mock Data - Ready for Outreach
Tech Anjali,YouTube/Instagram,India,Hindi/English,@techanjali_gaming960,Medium ($1k),https://platform.com/techanjali_gaming960,2.89%,Gaming,Mid,Mock Data - Ready for Outreach
SarahProfessional,Twitter/X,Australia,English,@sarahprofessional_professional6,Low ($585),https://platform.com/sarahprofessional_professional6,5.01%,Professional,Micro,Mock Data - Ready for Outreach
AmitProfessional,Twitter/X,India,Hindi/English,@amitprofessional_professional640,Low ($836),https://platform.com/amitprofessional_professional640,4.25%,Professional,Micro,Mock Data - Ready for Outreach
Karan Sneha,Twitch,India,Tamil,@karansneha_professional790,Medium ($4k),https://platform.com/karansneha_professional790,2.74%,Professional,Mid,Mock Data - Ready for Outreach
DavidGaming,Instagram,Canada,English,@davidgaming_gaming66,Low ($732),https://platform.com/davidgaming_gaming66,5.06%,Gaming,Micro,Mock Data - Ready for Outreach
ZoneTech,Instagram,India,Telugu,@zonetech_tech236,Low ($389),https://platform.com/zonetech_tech236,5.92%,Tech,Micro,Mock Data - Ready for Outreach
Gaming Ryan,YouTube,Australia,English,@gamingryan_tech730,Low ($708),https://platform.com/gamingryan_tech730,5.88%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Zone,YouTube,India,Tamil,@snehazone_tech182,Medium ($2k),https://platform.com/snehazone_tech182,3.52%,Tech,Mid,Mock Data - Ready for Outreach
WorldGaming,Twitter/X,India,Marathi,@worldgaming_gaming667,Low ($796),https://platform.com/worldgaming_gaming667,5.08%,Gaming,Micro,Mock Data - Ready for Outreach
KaranTech,YouTube/Instagram,India,Telugu,@karantech_tech185,Low ($518),https://platform.com/karantech_tech185,5.85%,Tech,Micro,Mock Data - Ready for Outreach
SnehaTech,Twitch,India,Tamil,@snehatech_tech68,Low ($294),https://platform.com/snehatech_tech68,5.07%,Tech,Micro,Mock Data - Ready for Outreach
MikeTech,YouTube,Germany,English,@miketech_tech950,Low ($410),https://platform.com/miketech_tech950,5.62%,Tech,Micro,Mock Data - Ready for Outreach
ZoneTech,YouTube/Instagram,India,Hindi/English,@zonetech_tech868,Low ($239),https://platform.com/zonetech_tech868,5.36%,Tech,Micro,Mock Data - Ready for Outreach
SnehaProfessional,Twitter/X,India,Tamil,@snehaprofessional_professional382,Low ($408),https://platform.com/snehaprofessional_professional382,4.41%,Professional,Micro,Mock Data - Ready for Outreach
JessicaTech,Instagram,USA,English,@jessicatech_tech306,Low ($319),https://platform.com/jessicatech_tech306,4.7%,Tech,Micro,Mock Data - Ready for Outreach
SnehaGaming,YouTube/Instagram,India,Telugu,@snehagaming_gaming407,Low ($187),https://platform.com/snehagaming_gaming407,4.58%,Gaming,Micro,Mock Data - Ready for Outreach
SarahGaming,Instagram,UK,English,@sarahgaming_gaming852,Low ($676),https://platform.com/sarahgaming_gaming852,4.91%,Gaming,Micro,Mock Data - Ready for Outreach
PlaysGaming,Twitter/X,Canada,English,@playsgaming_gaming341,Medium ($1k),https://platform.com/playsgaming_gaming341,2.56%,Gaming,Mid,Mock Data - Ready for Outreach
Anjali Sneha,Twitch,India,Hindi/English,@anjalisneha_gaming690,Low ($375),https://platform.com/anjalisneha_gaming690,5.42%,Gaming,Micro,Mock Data - Ready for Outreach
Rahul Rohan,YouTube,India,Hindi/English,@rahulrohan_tech452,Low ($238),https://platform.com/rahulrohan_tech452,5.67%,Tech,Micro,Mock Data - Ready for Outreach
SnehaTech,Twitter/X,India,Marathi,@snehatech_tech129,Low ($175),https://platform.com/snehatech_tech129,5.51%,Tech,Micro,Mock Data - Ready for Outreach
World Amit,Twitter/X,India,Hindi/English,@worldamit_gaming622,Low ($594),https://platform.com/worldamit_gaming622,5.42%,Gaming,Micro,Mock Data - Ready for Outreach
PriyaTech,Twitter/X,India,Telugu,@priyatech_tech60,Medium ($1k),https://platform.com/priyatech_tech60,4.42%,Tech,Mid,Mock Data - Ready for Outreach
Anjali Karan,Instagram,India,English,@anjalikaran_gaming191,Low ($129),https://platform.com/anjalikaran_gaming191,4.28%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliProfessional,Twitch,India,Hindi,@anjaliprofessional_professional726,Low ($208),https://platform.com/anjaliprofessional_professional726,4.98%,Professional,Micro,Mock Data - Ready for Outreach
AmitGaming,Twitter/X,India,Marathi,@amitgaming_gaming890,Low ($870),https://platform.com/amitgaming_gaming890,5.17%,Gaming,Micro,Mock Data - Ready for Outreach
Plays Chris,Twitch,UK,English,@playschris_gaming243,Low ($563),https://platform.com/playschris_gaming243,4.92%,Gaming,Micro,Mock Data - Ready for Outreach
RahulTech,YouTube,India,Marathi,@rahultech_tech511,Low ($417),https://platform.com/rahultech_tech511,5.65%,Tech,Micro,Mock Data - Ready for Outreach
Chris Mike,YouTube/Instagram,Australia,English,@chrismike_tech614,Low ($336),https://platform.com/chrismike_tech614,5.53%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,YouTube/Instagram,India,Hindi/English,@anjalitech_tech580,Medium ($3k),https://platform.com/anjalitech_tech580,3.79%,Tech,Mid,Mock Data - Ready for Outreach
RyanTech,YouTube/Instagram,USA,English,@ryantech_tech476,Low ($884),https://platform.com/ryantech_tech476,5.22%,Tech,Micro,Mock Data - Ready for Outreach
TomGaming,YouTube/Instagram,Canada,English,@tomgaming_gaming614,Low ($219),https://platform.com/tomgaming_gaming614,4.52%,Gaming,Micro,Mock Data - Ready for Outreach
RahulGaming,YouTube,India,Marathi,@rahulgaming_gaming282,Medium ($3k),https://platform.com/rahulgaming_gaming282,3.77%,Gaming,Mid,Mock Data - Ready for Outreach
WorldTech,YouTube,India,English,@worldtech_tech12,Low ($715),https://platform.com/worldtech_tech12,5.96%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,Marathi,@anjalitech_tech55,Low ($614),https://platform.com/anjalitech_tech55,5.24%,Tech,Micro,Mock Data - Ready for Outreach
KaranTech,Twitter/X,India,Telugu,@karantech_tech267,Low ($671),https://platform.com/karantech_tech267,5.22%,Tech,Micro,Mock Data - Ready for Outreach
AmitTech,Instagram,India,Hindi,@amittech_tech680,Medium ($2k),https://platform.com/amittech_tech680,3.3%,Tech,Mid,Mock Data - Ready for Outreach
Alex Tom,YouTube,USA,English,@alextom_gaming506,Low ($693),https://platform.com/alextom_gaming506,5.3%,Gaming,Micro,Mock Data - Ready for Outreach
ZoneTech,Twitch,India,Hindi/English,@zonetech_tech990,Low ($487),https://platform.com/zonetech_tech990,5.49%,Tech,Micro,Mock Data - Ready for Outreach
Ryan Chris,Twitch,Canada,English,@ryanchris_gaming915,Low ($185),https://platform.com/ryanchris_gaming915,4.77%,Gaming,Micro,Mock Data - Ready for Outreach
AnnaGaming,Twitch,USA,English,@annagaming_gaming369,Low ($669),https://platform.com/annagaming_gaming369,4.35%,Gaming,Micro,Mock Data - Ready for Outreach
Ryan Gaming,Instagram,Australia,English,@ryangaming_tech293,Low ($557),https://platform.com/ryangaming_tech293,5.4%,Tech,Micro,Mock Data - Ready for Outreach
Amit Rohan,Twitter/X,India,Hindi/English,@amitrohan_professional836,Low ($882),https://platform.com/amitrohan_professional836,5.45%,Professional,Micro,Mock Data - Ready for Outreach
AmitGaming,Twitter/X,India,Tamil,@amitgaming_gaming27,Low ($116),https://platform.com/amitgaming_gaming27,4.24%,Gaming,Micro,Mock Data - Ready for Outreach
Hub Tech,Twitter/X,UK,English,@hubtech_gaming701,Low ($353),https://platform.com/hubtech_gaming701,4.44%,Gaming,Micro,Mock Data - Ready for Outreach
AmitGaming,Twitch,India,Hindi/English,@amitgaming_gaming514,Low ($621),https://platform.com/amitgaming_gaming514,4.3%,Gaming,Micro,Mock Data - Ready for Outreach
PlaysGaming,YouTube,Germany,English,@playsgaming_gaming820,Low ($388),https://platform.com/playsgaming_gaming820,5.28%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitter/X,India,English,@anjalitech_tech967,Low ($700),https://platform.com/anjalitech_tech967,5.68%,Tech,Micro,Mock Data - Ready for Outreach
Gamer Vikram,YouTube/Instagram,India,Hindi/English,@gamervikram_gaming310,Low ($404),https://platform.com/gamervikram_gaming310,4.93%,Gaming,Micro,Mock Data - Ready for Outreach
EmmaTech,Twitter/X,Australia,English,@emmatech_tech258,Low ($745),https://platform.com/emmatech_tech258,5.3%,Tech,Micro,Mock Data - Ready for Outreach
Hub Ryan,YouTube,Germany,English,@hubryan_tech212,Low ($397),https://platform.com/hubryan_tech212,5.32%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,Hindi,@anjalitech_tech955,Low ($562),https://platform.com/anjalitech_tech955,5.52%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,English,@anjalitech_tech92,Low ($775),https://platform.com/anjalitech_tech92,5.16%,Tech,Micro,Mock Data - Ready for Outreach
Anna Plays,Instagram,USA,English,@annaplays_gaming419,Low ($301),https://platform.com/annaplays_gaming419,4.79%,Gaming,Micro,Mock Data - Ready for Outreach
Tech Gaming,YouTube/Instagram,Australia,English,@techgaming_tech868,Low ($223),https://platform.com/techgaming_tech868,5.79%,Tech,Micro,Mock Data - Ready for Outreach
Nisha World,YouTube,India,Telugu,@nishaworld_gaming967,Low ($474),https://platform.com/nishaworld_gaming967,5.49%,Gaming,Micro,Mock Data - Ready for Outreach
NishaGaming,YouTube/Instagram,India,Telugu,@nishagaming_gaming353,Low ($550),https://platform.com/nishagaming_gaming353,5.38%,Gaming,Micro,Mock Data - Ready for Outreach
EmmaTech,Twitter/X,Germany,English,@emmatech_tech110,Low ($376),https://platform.com/emmatech_tech110,5.99%,Tech,Micro,Mock Data - Ready for Outreach
OfficialGaming,YouTube/Instagram,India,Marathi,@officialgaming_gaming370,Medium ($4k),https://platform.com/officialgaming_gaming370,3.75%,Gaming,Mid,Mock Data - Ready for Outreach
Tech Official,Twitch,India,Hindi,@techofficial_gaming300,Medium ($4k),https://platform.com/techofficial_gaming300,3.32%,Gaming,Mid,Mock Data - Ready for Outreach
AnnaTech,Twitch,Canada,English,@annatech_tech872,Low ($575),https://platform.com/annatech_tech872,5.71%,Tech,Micro,Mock Data - Ready for Outreach
TechTech,YouTube/Instagram,India,Telugu,@techtech_tech79,Low ($518),https://platform.com/techtech_tech79,5.53%,Tech,Micro,Mock Data - Ready for Outreach
TVProfessional,Twitter/X,UK,English,@tvprofessional_professional362,Medium ($2k),https://platform.com/tvprofessional_professional362,2.72%,Professional,Mid,Mock Data - Ready for Outreach
TomProfessional,YouTube,UK,English,@tomprofessional_professional558,Medium ($4k),https://platform.com/tomprofessional_professional558,3.86%,Professional,Mid,Mock Data - Ready for Outreach
Arjun Priya,YouTube,India,Tamil,@arjunpriya_tech331,Low ($704),https://platform.com/arjunpriya_tech331,4.75%,Tech,Micro,Mock Data - Ready for Outreach
RohanGaming,Twitch,India,English,@rohangaming_gaming714,Low ($119),https://platform.com/rohangaming_gaming714,4.12%,Gaming,Micro,Mock Data - Ready for Outreach
ArjunGaming,Twitch,India,Hindi/English,@arjungaming_gaming749,Low ($598),https://platform.com/arjungaming_gaming749,4.56%,Gaming,Micro,Mock Data - Ready for Outreach
Chris Mike,Instagram,UK,English,@chrismike_gaming506,Low ($100),https://platform.com/chrismike_gaming506,5.35%,Gaming,Micro,Mock Data - Ready for Outreach
RyanTech,Twitch,Germany,English,@ryantech_tech874,Low ($384),https://platform.com/ryantech_tech874,4.71%,Tech,Micro,Mock Data - Ready for Outreach
TVGaming,Twitter/X,USA,English,@tvgaming_gaming169,Low ($502),https://platform.com/tvgaming_gaming169,4.42%,Gaming,Micro,Mock Data - Ready for Outreach
VikramGaming,YouTube/Instagram,India,English,@vikramgaming_gaming516,Low ($852),https://platform.com/vikramgaming_gaming516,4.48%,Gaming,Micro,Mock Data - Ready for Outreach
Alex TV,YouTube,USA,English,@alextv_tech352,Low ($283),https://platform.com/alextv_tech352,5.52%,Tech,Micro,Mock Data - Ready for Outreach
RohanTech,Instagram,India,Marathi,@rohantech_tech661,Low ($160),https://platform.com/rohantech_tech661,5.56%,Tech,Micro,Mock Data - Ready for Outreach
Arjun Rahul,Twitter/X,India,Hindi,@arjunrahul_gaming63,Medium ($4k),https://platform.com/arjunrahul_gaming63,3.49%,Gaming,Mid,Mock Data - Ready for Outreach
Chris Jessica,Instagram,Germany,English,@chrisjessica_gaming172,Low ($845),https://platform.com/chrisjessica_gaming172,4.83%,Gaming,Micro,Mock Data - Ready for Outreach
Anna Anna,Twitter/X,USA,English,@annaanna_gaming664,Low ($424),https://platform.com/annaanna_gaming664,4.37%,Gaming,Micro,Mock Data - Ready for Outreach
KaranGaming,YouTube/Instagram,India,Hindi,@karangaming_gaming316,Low ($384),https://platform.com/karangaming_gaming316,5.4%,Gaming,Micro,Mock Data - Ready for Outreach
KaranProfessional,Twitter/X,India,Marathi,@karanprofessional_professional135,Low ($676),https://platform.com/karanprofessional_professional135,4.94%,Professional,Micro,Mock Data - Ready for Outreach
Nisha Rohan,YouTube/Instagram,India,Telugu,@nisharohan_gaming3,Low ($136),https://platform.com/nisharohan_gaming3,5.15%,Gaming,Micro,Mock Data - Ready for Outreach
PriyaGaming,YouTube,India,Hindi,@priyagaming_gaming790,Low ($668),https://platform.com/priyagaming_gaming790,4.47%,Gaming,Micro,Mock Data - Ready for Outreach
TVTech,YouTube/Instagram,UK,English,@tvtech_tech633,Low ($411),https://platform.com/tvtech_tech633,4.6%,Tech,Micro,Mock Data - Ready for Outreach
ZoneTech,Instagram,India,English,@zonetech_tech980,Medium ($1k),https://platform.com/zonetech_tech980,4.39%,Tech,Mid,Mock Data - Ready for Outreach
AnjaliGaming,Twitch,India,Hindi/English,@anjaligaming_gaming502,Low ($409),https://platform.com/anjaligaming_gaming502,4.37%,Gaming,Micro,Mock Data - Ready for Outreach
TechTech,Twitch,India,Hindi/English,@techtech_tech929,Low ($565),https://platform.com/techtech_tech929,4.72%,Tech,Micro,Mock Data - Ready for Outreach
Vikram Zone,Instagram,India,Telugu,@vikramzone_professional804,Low ($554),https://platform.com/vikramzone_professional804,4.05%,Professional,Micro,Mock Data - Ready for Outreach
PlaysTech,YouTube,USA,English,@playstech_tech406,Low ($279),https://platform.com/playstech_tech406,4.69%,Tech,Micro,Mock Data - Ready for Outreach
Amit Rahul,Twitch,India,Tamil,@amitrahul_tech196,Low ($742),https://platform.com/amitrahul_tech196,4.71%,Tech,Micro,Mock Data - Ready for Outreach
Chris Alex,YouTube/Instagram,Australia,English,@chrisalex_tech838,Low ($534),https://platform.com/chrisalex_tech838,5.79%,Tech,Micro,Mock Data - Ready for Outreach
Arjun Tech,YouTube,India,Marathi,@arjuntech_tech427,Medium ($1k),https://platform.com/arjuntech_tech427,3.77%,Tech,Mid,Mock Data - Ready for Outreach
GamerTech,Instagram,India,Telugu,@gamertech_tech584,Low ($853),https://platform.com/gamertech_tech584,5.05%,Tech,Micro,Mock Data - Ready for Outreach
SnehaTech,Twitter/X,India,Hindi/English,@snehatech_tech924,Low ($812),https://platform.com/snehatech_tech924,5.64%,Tech,Micro,Mock Data - Ready for Outreach
Hub David,YouTube/Instagram,USA,English,@hubdavid_gaming881,Medium ($4k),https://platform.com/hubdavid_gaming881,2.58%,Gaming,Mid,Mock Data - Ready for Outreach
Karan Official,Twitch,India,English,@karanofficial_tech481,Low ($668),https://platform.com/karanofficial_tech481,5.24%,Tech,Micro,Mock Data - Ready for Outreach
Official Arjun,Twitter/X,India,Tamil,@officialarjun_tech276,Low ($374),https://platform.com/officialarjun_tech276,4.74%,Tech,Micro,Mock Data - Ready for Outreach
Jessica Jessica,YouTube,Australia,English,@jessicajessica_gaming485,Low ($454),https://platform.com/jessicajessica_gaming485,4.04%,Gaming,Micro,Mock Data - Ready for Outreach
RyanTech,YouTube/Instagram,USA,English,@ryantech_tech567,Low ($671),https://platform.com/ryantech_tech567,4.71%,Tech,Micro,Mock Data - Ready for Outreach
Karan Karan,YouTube,India,Marathi,@karankaran_gaming274,Low ($149),https://platform.com/karankaran_gaming274,4.87%,Gaming,Micro,Mock Data - Ready for Outreach
